id,gender,class,gpa,scale1,scale2
4201,female,junior,3.27,1,9
4202,male,senior,2.33,3,7
4203,male,senior,2.36,5,2
4204,male,freshman,2.62,2,6
4205,male,senior,2.77,4,5
4206,male,junior,2.59,4,6
4207,male,freshman,1.99,2,4
4208,male,senior,2.8,3,1
4209,female,freshman,3.8,2,4
4210,male,senior,2.11,3,3
4211,male,junior,2.57,3,8
4212,female,senior,2.31,3,5
4213,male,junior,2.56,3,8
4214,female,sophomore,2.5,2,9
4215,male,junior,2.8,3,1
4216,male,freshman,2.92,5,8
4217,male,sophomore,2.73,2,5
4218,female,sophomore,2.67,3,9
4219,male,junior,2.38,1,6
4220,female,junior,3.19,1,1
4221,male,freshman,2.73,3,4
4222,female,sophomore,3.4,3,6
4223,female,freshman,2.4,4,1
4224,female,freshman,3.24,3,4
4225,female,junior,2.97,3,6
4226,male,sophomore,2.94,1,1
4227,male,senior,2.49,4,6
4228,female,junior,3.01,3,3
4229,female,senior,3.08,4,8
4230,male,freshman,2.33,3,4
4231,male,senior,3.71,3,8
4232,male,sophomore,2.29,1,8
4233,male,sophomore,2.69,1,6
4234,male,sophomore,2.51,3,8
4235,male,senior,2.83,5,4
4236,female,freshman,3.09,2,4
4237,female,senior,2.81,2,4
4238,male,sophomore,3.5,2,7
4239,male,freshman,2.67,3,1
4240,male,sophomore,2.49,3,3
4241,female,junior,2.43,2,7
4242,male,senior,2.82,4,9
4243,male,sophomore,3.44,1,4
4244,female,junior,2.65,5,6
4245,male,junior,1.87,3,3
4246,female,senior,2.86,1,2
4247,female,junior,2.15,3,5
4248,male,freshman,2.47,3,8
4249,female,sophomore,1.84,4,4
4250,male,sophomore,3.04,5,1
4251,female,senior,2.4,5,6
4252,male,sophomore,2.79,2,8
4253,female,sophomore,3,3,3
4254,male,sophomore,2.33,2,4
4255,male,freshman,3.25,4,3
4256,male,senior,2.52,3,7
4257,male,freshman,2.99,1,9
4258,female,sophomore,3.13,1,4
4259,female,sophomore,2.73,4,8
4260,male,junior,2.27,2,8
4261,female,senior,2.87,1,9
4262,female,sophomore,2.78,4,4
4263,female,freshman,2.81,3,6
4264,male,junior,2.51,2,1
4265,female,freshman,2.79,4,9
4266,male,freshman,2.4,2,6
4267,male,freshman,2.24,5,8
4268,male,junior,2.88,1,8
4269,female,freshman,2.71,2,8
4270,male,senior,2.8,4,7
4271,male,junior,2.13,1,9
4272,male,sophomore,2.59,1,4
4273,male,sophomore,3.08,2,5
4274,male,freshman,2.67,3,3
4275,female,junior,2.63,1,3
4276,male,junior,2.21,3,2
4277,male,senior,2.59,3,5
4278,female,sophomore,2.67,5,7
4279,female,sophomore,2.71,2,8
4280,male,sophomore,2.48,4,3
4281,male,junior,2.87,4,9
4282,male,sophomore,2.58,3,5
4283,female,senior,2.35,3,2
4284,female,senior,2.24,5,7
4285,male,freshman,2.78,5,2
4286,female,freshman,2.5,4,8
4287,male,junior,2.96,1,9
4288,male,senior,2.78,3,2
4289,male,freshman,2.45,5,4
4290,female,senior,2.19,1,6
4291,male,senior,2.55,3,5
4292,male,junior,2.96,4,1
4293,female,freshman,2.66,3,9
4294,male,senior,2.01,2,1
4295,male,junior,2.68,2,2
4296,male,junior,2.72,2,9
4297,female,junior,3.03,1,8
4298,female,freshman,2.86,4,7
4299,female,sophomore,2.31,3,7
4300,male,sophomore,2.99,3,8
4301,female,junior,3.04,3,9
4302,male,senior,2.69,3,2
4303,female,freshman,2.41,5,8
4304,female,sophomore,2.65,4,7
4305,male,senior,3.56,5,4
4306,male,junior,2.56,3,3
4307,female,freshman,2.65,5,7
4308,female,sophomore,2.51,5,9
4309,male,freshman,2.94,1,9
4310,male,sophomore,2.46,5,8
4311,female,senior,3.27,4,9
4312,male,freshman,3.35,4,5
4313,female,freshman,2.36,3,8
4314,female,junior,2.93,2,6
4315,female,junior,3.04,2,7
4316,male,senior,2.23,1,5
4317,female,senior,1.73,3,5
4318,male,sophomore,2.98,3,6
4319,female,junior,2.22,3,9
4320,female,junior,3.06,2,1
4321,male,freshman,2.89,4,4
4322,male,senior,2.65,2,8
4323,male,sophomore,3.62,1,9
4324,male,sophomore,3.6,2,8
4325,male,sophomore,2.25,1,7
4326,male,senior,3.19,2,8
4327,female,senior,2.74,1,3
4328,female,sophomore,2.67,2,8
4329,female,junior,2.84,2,5
4330,female,senior,2.67,4,6
4331,female,freshman,3.45,2,1
4332,male,freshman,2.92,4,4
4333,female,junior,2.6,2,4
4334,female,senior,2.01,2,8
4335,male,sophomore,2.85,3,8
4336,male,senior,2.94,5,9
4337,male,sophomore,3.01,2,2
4338,female,senior,3.24,1,6
4339,female,freshman,2.82,4,7
4340,female,junior,2.73,2,7
4341,female,junior,2.62,4,9
4342,male,junior,2.41,3,1
4343,male,junior,3.13,5,3
4344,male,freshman,2.01,4,5
4345,male,freshman,3.26,2,3
4346,male,freshman,3.26,4,5
4347,female,freshman,3.04,3,9
4348,female,sophomore,2.69,2,1
4349,male,sophomore,2.67,3,2
4350,female,senior,2.92,1,4
4351,female,sophomore,3.34,1,1
4352,female,sophomore,3.36,1,9
4353,male,freshman,2.76,4,2
4354,female,senior,1.98,4,9
4355,male,senior,2.01,3,5
4356,male,freshman,3.15,4,7
4357,male,senior,3.12,2,1
4358,female,freshman,2.44,3,7
4359,male,freshman,2.68,3,1
4360,female,freshman,2.63,1,3
4361,male,sophomore,3.19,4,8
4362,female,freshman,2.12,2,3
4363,female,sophomore,2.41,1,6
4364,female,sophomore,3.03,2,3
4365,female,senior,2.94,3,4
4366,female,junior,2.31,3,3
4367,male,sophomore,2.85,3,4
4368,male,sophomore,2.81,2,6
4369,female,sophomore,2.83,5,9
4370,male,senior,2.4,3,2
4371,male,senior,2.55,2,3
4372,female,sophomore,3.47,5,6
4373,female,freshman,3,2,7
4374,male,freshman,2.52,3,5
4375,male,senior,2.9,2,1
4376,female,sophomore,2.27,2,9
4377,male,sophomore,2.88,4,7
4378,female,freshman,2.41,3,9
4379,male,junior,3.26,5,5
4380,male,senior,2.46,1,3
4381,male,junior,2.37,3,3
4382,male,senior,2.86,2,3
4383,female,junior,1.94,2,1
4384,female,sophomore,2.64,3,8
4385,male,senior,2.48,3,4
4386,male,senior,2.68,4,3
4387,male,sophomore,2.29,2,8
4388,male,freshman,3.28,3,6
4389,male,sophomore,3.51,3,3
4390,male,sophomore,2.64,5,3
4391,male,junior,3.06,1,1
4392,male,freshman,2.29,2,2
4393,female,freshman,1.65,3,5
4394,female,freshman,2.8,2,1
4395,female,junior,2.42,3,1
4396,female,sophomore,2.17,5,5
4397,female,sophomore,2.14,1,2
4398,male,junior,2.67,3,7
4399,female,freshman,2.23,1,4
4400,male,junior,3.36,3,3
4401,female,junior,2.82,3,3
4402,female,freshman,2.82,5,7
4403,female,freshman,2.8,3,9
4404,male,sophomore,3.21,2,2
4405,male,senior,2.56,2,7
4406,female,junior,2.93,1,1
4407,female,sophomore,2.55,5,7
4408,male,freshman,2.28,2,5
4409,male,sophomore,2.88,1,1
4410,female,senior,3.04,4,4
4411,female,freshman,2.78,1,4
4412,male,freshman,2.05,3,9
4413,female,sophomore,3.18,5,9
4414,female,senior,2.75,1,8
4415,male,senior,2.31,4,8
4416,female,freshman,3.47,3,4
4417,female,junior,2.91,3,6
4418,female,senior,2.78,2,1
4419,female,junior,2.39,1,6
4420,male,junior,2.86,2,8
4421,male,sophomore,2.96,3,9
4422,female,senior,2.97,2,8
4423,male,sophomore,2.45,3,1
4424,male,freshman,2.65,3,4
4425,male,junior,2.92,3,2
4426,male,freshman,2.85,4,3
4427,female,freshman,2.22,2,2
4428,female,senior,2.42,-99,8
4429,female,senior,2.57,3,9
4430,male,sophomore,2.26,4,4
4431,male,freshman,2.53,2,4
4432,male,sophomore,2.55,2,8
4433,female,junior,2.85,5,2
4434,male,junior,2.85,4,7
4435,female,sophomore,2.89,3,6
4436,male,senior,2.37,2,3
4437,male,sophomore,2.71,4,4
4438,male,sophomore,2.84,1,6
4439,female,freshman,2.44,1,9
4440,female,freshman,2.73,5,1
4441,female,sophomore,2.88,1,4
4442,male,junior,3.63,2,5
4443,female,freshman,2.37,2,9
4444,female,junior,2.43,2,2
4445,female,senior,2.92,2,5
4446,male,freshman,3.27,1,3
4447,female,junior,2.48,4,5
4448,female,sophomore,2.4,5,8
4449,female,junior,2.73,1,2
4450,female,sophomore,2.37,2,9
4451,male,sophomore,2.74,4,7
4452,male,senior,2.66,5,9
4453,female,sophomore,2.44,2,9
4454,male,junior,2.38,1,9
4455,male,senior,2.83,1,4
4456,male,freshman,3.04,4,8
4457,male,freshman,3.62,1,2
4458,male,junior,3.18,1,3
4459,male,junior,2.15,5,1
4460,male,sophomore,2.74,5,7
4461,male,junior,2.49,2,6
4462,male,senior,2.54,1,8
4463,male,junior,2.39,4,6
4464,female,sophomore,2.09,1,3
4465,female,senior,2.34,5,3
4466,female,sophomore,2.76,2,3
4467,female,senior,2.37,4,6
4468,female,senior,2.19,1,7
4469,male,sophomore,2.74,2,3
4470,male,sophomore,2.92,5,1
4471,female,freshman,1.92,3,4
4472,male,junior,3.17,1,9
4473,male,junior,3.33,1,9
4474,male,sophomore,3.32,2,7
4475,female,sophomore,1.72,3,2
4476,male,freshman,3,2,1
4477,male,freshman,2.63,3,1
4478,female,junior,2.93,1,7
4479,male,sophomore,2.76,4,5
4480,female,senior,3.16,1,3
4481,female,junior,2.72,4,6
4482,female,junior,2.79,3,8
4483,female,senior,3.6,4,7
4484,female,junior,2.86,2,3
4485,male,freshman,2.08,1,1
4486,female,sophomore,2.68,4,9
4487,female,freshman,2.8,1,1
4488,male,junior,2.64,3,2
4489,male,sophomore,1.83,1,4
4490,male,sophomore,2.87,4,4
4491,male,sophomore,3.33,4,4
4492,female,junior,3.16,2,6
4493,male,freshman,2.25,3,5
4494,female,senior,3.01,3,5
4495,male,freshman,3.5,3,3
4496,male,junior,2.1,4,9
4497,female,junior,2.29,4,1
4498,male,freshman,2.9,1,8
4499,female,junior,3.29,1,4
4500,female,junior,2.96,3,2
4501,male,senior,3.15,1,7
4502,male,senior,3.43,1,9
4503,male,senior,1.74,4,3
4504,male,junior,2.98,3,9
4505,male,freshman,2.31,4,5
4506,female,junior,1.88,2,2
4507,male,junior,3.23,3,1
4508,female,freshman,3.17,1,8
4509,female,freshman,3.1,5,7
4510,male,junior,2.44,3,2
4511,female,freshman,2.71,4,7
4512,female,junior,2.81,4,7
4513,male,junior,2.57,4,2
4514,female,senior,3.12,3,2
4515,female,freshman,2.49,4,7
4516,female,junior,2.33,5,4
4517,female,sophomore,2.83,5,5
4518,male,sophomore,3.27,2,9
4519,female,sophomore,2.75,4,9
4520,female,freshman,3.03,4,4
4521,male,junior,3.2,5,3
4522,male,senior,3.13,2,2
4523,male,junior,2.44,3,2
4524,male,junior,2.57,3,9
4525,male,senior,2.54,3,7
4526,female,freshman,2.97,5,5
4527,male,senior,3.29,3,6
4528,female,freshman,3.02,3,1
4529,female,sophomore,3.07,1,3
4530,female,sophomore,1.95,1,1
4531,female,senior,2.31,2,4
4532,female,junior,2.67,3,7
4533,female,freshman,2.18,1,9
4534,female,sophomore,2.56,3,6
4535,female,sophomore,3.18,3,5
4536,male,junior,2.93,2,9
4537,male,senior,2.9,2,9
4538,male,senior,2.94,2,1
4539,female,sophomore,2.73,3,5
4540,male,senior,2.18,2,7
4541,male,senior,2.79,4,8
4542,female,freshman,2.8,2,8
4543,male,junior,2.55,2,7
4544,female,senior,2.85,1,9
4545,male,freshman,3.21,2,6
4546,male,junior,2.72,4,4
4547,female,senior,3.14,5,4
4548,female,junior,3.21,2,6
4549,female,junior,2.13,3,5
4550,male,freshman,2.81,2,8
4551,female,freshman,2.&5,4,8
4552,female,junior,2.54,3,6
4553,female,sophomore,2.44,2,4
4554,male,freshman,3.11,2,9
4555,female,freshman,2.89,3,3
4556,male,junior,2.59,2,5
4557,male,freshman,3.02,2,8
4558,male,senior,3.04,3,8
4559,male,junior,3.12,3,8
4560,female,freshman,2.46,2,6
4561,male,senior,2.14,1,8
4562,female,senior,2.45,1,8
4563,female,senior,2.77,3,7
4564,male,sophomore,3.38,1,3
4565,female,sophomore,2.83,2,8
4566,male,freshman,2.54,4,5
4567,female,freshman,2.84,1,9
4568,male,sophomore,2.76,4,6
4569,male,junior,2.25,5,-9
4570,female,freshman,3.31,1,7
4571,female,freshman,2.37,4,8
4572,male,freshman,2.39,4,1
4573,male,senior,2.51,3,6
4574,female,senior,2.27,4,7
4575,male,senior,2.49,3,7
4576,male,junior,2.55,4,9
4577,male,freshman,2.38,3,6
4578,male,senior,2.5,2,7
4579,male,junior,2.73,1,1
4580,female,sophomore,3.62,3,8
4581,male,freshman,2.65,3,9
4582,female,freshman,2.17,5,1
4583,female,freshman,2.61,4,2
4584,female,junior,2.64,4,6
4585,female,junior,3.36,2,8
4586,male,junior,2.82,3,2
4587,male,freshman,3.17,1,1
4588,female,junior,2.89,5,9
4589,male,junior,2.86,4,2
4590,male,senior,3.13,3,9
4591,female,junior,2.27,2,9
4592,female,freshman,3.12,2,3
4593,male,freshman,2.15,1,4
4594,male,freshman,2.96,4,5
4595,female,junior,2.59,2,2
4596,male,senior,3.04,5,5
4597,female,sophomore,2.71,2,9
4598,female,sophomore,2.38,2,8
4599,female,sophomore,2.76,2,1
4600,male,freshman,2.2,1,2
4601,male,senior,2.56,1,8
4602,male,senior,2.51,4,7
4603,female,senior,2.71,3,7
4604,female,junior,2.93,3,5
4605,male,junior,2.86,1,6
4606,female,senior,2.69,3,3
4607,female,senior,3.07,3,4
4608,female,junior,3.08,1,8
4609,female,senior,3.54,3,4
4610,male,freshman,2.98,4,9
4611,male,freshman,2.74,1,6
4612,male,sophomore,3.52,3,2
4613,female,junior,2.67,5,1
4614,male,junior,2.57,3,7
4615,male,freshman,2.37,1,4
4616,male,freshman,2.73,5,1
4617,female,senior,2.2,3,7
4618,female,junior,2.97,3,3
4619,female,freshman,2.39,1,2
4620,female,sophomore,2.45,1,3
4621,male,sophomore,3.06,2,5
4622,female,freshman,2.96,2,6
4623,female,sophomore,2.32,3,8
4624,male,senior,2.79,5,7
4625,female,freshman,3.52,3,9
4626,female,junior,2.95,4,3
4627,female,senior,3.69,1,2
4628,female,sophomore,2.52,2,2
4629,female,freshman,2.62,4,8
4630,male,senior,2.8,1,7
4631,female,senior,2.77,4,7
4632,female,junior,3.24,3,8
4633,male,sophomore,3.16,4,7
4634,female,junior,2.42,1,9
4635,female,sophomore,2.96,2,8
4636,male,senior,3.2,1,4
4637,male,junior,3.27,2,6
4638,female,freshman,3.47,1,8
4639,male,junior,3.13,5,8
4640,female,senior,2.41,3,1
4641,female,freshman,2.4,3,1
4642,female,freshman,1.96,2,1
4643,male,junior,2.6,3,7
4644,male,freshman,3,2,8
4645,male,sophomore,1.97,2,5
4646,male,senior,2.38,4,9
4647,female,sophomore,2.75,3,8
4648,female,sophomore,2.07,4,2
4649,male,senior,2.6,2,5
4650,female,junior,2.33,1,6
4651,male,junior,2.28,2,3
4652,male,senior,2.51,5,2
4653,male,senior,2.4,2,1
4654,male,senior,2.78,4,8
4655,male,senior,2.65,1,2
4656,female,freshman,2.2,3,6
4657,male,junior,2.46,2,1
4658,female,junior,2.75,3,7
4659,male,senior,2.74,1,4
4660,male,junior,2.77,5,9
4661,male,junior,2.25,1,4
4662,male,senior,2.36,3,3
4663,male,senior,2.8,3,6
4664,male,junior,3.77,2,1
4665,female,junior,3.23,4,1
4666,female,freshman,2.03,3,8
4667,male,sophomore,2.23,2,1
4668,male,senior,3.08,3,4
4669,female,senior,2.78,3,2
4670,male,junior,2.36,3,5
4671,female,junior,2.43,2,8
4672,female,sophomore,3.03,3,6
4673,male,sophomore,3.11,4,2
4674,male,junior,2.65,5,8
4675,male,sophomore,1.96,1,2
4676,female,freshman,2.7,3,2
4677,female,sophomore,3.13,3,7
4678,female,sophomore,2.57,3,6
4679,male,freshman,2.1,4,6
4680,male,senior,3.26,4,7
4681,female,freshman,3.13,5,3
4682,male,junior,3.17,1,5
4683,female,sophomore,2.73,4,4
4684,male,freshman,3.1,1,1
4685,female,freshman,2.2,2,6
4686,female,freshman,3.07,4,3
4687,male,freshman,2.12,4,7
4688,female,senior,1.97,2,7
4689,female,sophomore,2.96,3,1
4690,male,senior,3.05,4,3
4691,male,senior,2.56,5,6
4692,female,sophomore,2.3,2,8
4693,female,sophomore,2.36,2,4
4694,female,freshman,2.7,3,3
4695,male,freshman,3.25,1,2
4696,female,junior,2.82,3,2
4697,female,senior,2.5,4,5
4698,male,freshman,2.87,5,5
4699,male,freshman,2.15,3,3
4700,female,senior,3.1,2,8
4701,female,senior,3.09,3,8
4702,female,freshman,2.46,3,1
4703,male,freshman,2.79,4,3
4704,male,freshman,2.61,4,3
4705,male,junior,3.17,3,9
4706,male,freshman,2.44,4,1
4707,female,junior,2.9,1,8
4708,male,senior,3.16,3,6
4709,female,senior,3.66,3,1
4710,male,senior,2.94,3,5
4711,male,freshman,2.27,5,2
4712,male,junior,2.71,1,9
4713,male,junior,2.26,1,8
4714,male,freshman,2.55,3,8
4715,male,freshman,2.66,2,9
4716,female,sophomore,2.68,2,6
4717,female,senior,2.83,2,3
4718,male,senior,2.41,2,9
4719,male,junior,2.84,1,9
4720,male,freshman,1.81,4,1
4721,male,freshman,1.8,4,7
4722,female,sophomore,2.85,5,3
4723,female,junior,3.54,5,7
4724,female,sophomore,2.32,4,5
4725,male,freshman,2.9,3,6
4726,female,sophomore,2.9,4,1
4727,female,junior,2.75,5,3
4728,female,freshman,3.05,2,9
4729,female,senior,2.87,2,2
4730,male,freshman,2.95,2,4
4731,female,freshman,3.12,4,4
4732,female,junior,2.61,3,6
4733,male,freshman,2.78,2,3
4734,female,senior,2.47,1,3
4735,male,senior,3.09,1,9
4736,female,junior,2.88,2,5
4737,male,sophomore,2.53,1,6
4738,male,junior,2.98,2,7
4739,female,senior,2.95,4,8
4740,female,freshman,2.42,5,7
4741,male,senior,1.84,3,8
4742,female,senior,2.7,4,9
4743,male,freshman,2.15,2,7
4744,female,junior,2.82,2,6
4745,male,senior,2.21,2,2
4746,female,freshman,2.79,1,6
4747,female,sophomore,3.23,2,4
4748,female,sophomore,2.54,4,2
4749,female,senior,2.5,3,4
4750,female,senior,2.75,5,1
4751,female,freshman,3.93,3,1
4752,female,sophomore,2.63,4,8
4753,male,sophomore,3.79,4,2
4754,male,sophomore,2.45,4,6
4755,male,junior,2.16,2,7
4756,male,junior,2.2,5,4
4757,female,junior,3.02,1,4
4758,female,sophomore,3.31,1,6
4759,female,senior,3.21,2,6
4760,female,junior,3.08,1,8
4761,female,freshman,2.97,3,3
4762,female,junior,3.39,4,8
4763,female,freshman,2.07,4,9
4764,female,freshman,3.05,1,2
4765,male,freshman,3.28,5,9
4766,female,senior,2.56,1,7
4767,female,sophomore,3.21,3,4
4768,male,junior,2.64,2,5
4769,male,sophomore,2.53,4,2
4770,female,sophomore,2.95,2,7
4771,male,sophomore,2.93,4,8
4772,female,junior,2.55,2,5
4773,male,sophomore,2.11,1,2
4774,female,freshman,2.45,3,7
4775,female,freshman,3,3,4
4776,female,sophomore,3.01,1,3
4777,male,sophomore,2.36,2,6
4778,male,junior,3.22,5,8
4779,male,sophomore,2.53,3,7
4780,female,freshman,2.1,2,7
4781,female,sophomore,2.57,2,8
4782,male,junior,2.74,5,7
4783,female,sophomore,2.63,4,9
4784,female,freshman,2.65,2,9
4785,female,junior,2.9,2,6
4786,male,freshman,3.27,1,7
4787,female,sophomore,2.16,3,8
4788,male,sophomore,3.37,4,4
4789,female,sophomore,2.36,2,3
4790,female,junior,2.84,3,3
4791,female,sophomore,2.88,2,8
4792,male,freshman,2.93,5,8
4793,female,senior,2.89,4,9
4794,male,senior,2.27,2,5
4795,male,sophomore,3.14,3,2
4796,female,junior,3.21,4,7
4797,male,sophomore,3.58,3,8
4798,male,senior,3.14,2,1
4799,male,junior,2.73,1,2
4800,male,senior,3.11,1,8
4801,female,junior,2.25,4,1
4802,female,freshman,1.79,5,1
4803,male,senior,2.87,5,8
4804,male,sophomore,2.9,3,6
4805,male,freshman,3.09,1,5
4806,male,senior,2.86,1,2
4807,female,senior,2.49,3,9
4808,male,senior,2.29,4,5
4809,male,sophomore,2.78,4,3
4810,female,senior,2.49,1,8
4811,male,freshman,2.79,4,4
4812,male,junior,3.1,5,5
4813,female,junior,3.23,2,9
4814,male,freshman,2.66,2,3
4815,male,freshman,2.58,5,1
4816,female,freshman,2.53,4,1
4817,male,junior,2.25,4,2
4818,female,freshman,3.15,3,2
4819,male,junior,2.57,1,1
4820,female,junior,2.39,3,5
4821,male,freshman,3.2,1,9
4822,female,freshman,3.36,2,4
4823,male,senior,2.29,3,7
4824,male,senior,2.68,4,8
4825,female,junior,2.71,2,9
4826,female,senior,2.6,4,9
4827,male,freshman,2.55,4,6
4828,male,senior,2.35,4,6
4829,male,junior,2.75,2,5
4830,male,sophomore,2.84,4,3
4831,male,sophomore,2.75,3,4
4832,male,sophomore,3.06,3,4
4833,female,senior,2.93,5,6
4834,female,senior,3.09,4,7
4835,male,junior,2.8,3,4
4836,male,senior,3.47,3,3
4837,female,sophomore,3.27,3,9
4838,female,freshman,2.89,3,4
4839,female,sophomore,2.16,2,5
4840,female,sophomore,2.36,5,5
4841,female,junior,2.9,4,9
4842,female,freshman,2.32,3,6
4843,male,senior,2.99,2,8
4844,female,sophomore,3.46,3,2
4845,male,freshman,3.63,5,7
4846,male,sophomore,2.34,4,7
4847,female,junior,2.55,1,7
4848,male,senior,2.63,1,7
4849,female,junior,2.63,3,1
4850,female,freshman,2.7,4,2
4851,male,junior,2.26,2,5
4852,female,freshman,3.28,4,4
4853,female,junior,2.47,2,8
4854,female,sophomore,1.89,3,3
4855,male,sophomore,2.43,3,7
4856,male,senior,2.72,1,1
4857,female,junior,2.56,1,4
4858,male,junior,2.4,3,4
4859,female,freshman,2.96,3,2
4860,male,senior,3.32,2,6
4861,female,freshman,2.02,5,3
4862,female,junior,2.09,3,5
4863,male,junior,2.96,2,9
4864,female,junior,2.64,3,4
4865,female,freshman,2.75,2,4
4866,male,sophomore,2.48,2,4
4867,female,senior,2.98,2,8
4868,male,freshman,2.14,4,2
4869,male,senior,3.09,3,6
4870,female,freshman,3.09,2,3
4871,female,sophomore,2.15,2,6
4872,female,freshman,2.34,5,7
4873,female,sophomore,2.6,3,7
4874,male,freshman,2.59,4,4
4875,female,junior,3.12,3,2
4876,female,sophomore,2.69,3,7
4877,female,sophomore,2.19,2,2
4878,male,freshman,2.27,2,6
4879,female,sophomore,2.88,2,9
4880,male,senior,3.16,2,7
4881,male,senior,2.92,3,9
4882,female,sophomore,2.1,1,1
4883,male,junior,2.63,1,1
4884,female,senior,2.75,2,5
4885,male,senior,3.03,1,1
4886,female,sophomore,2.38,4,6
4887,male,sophomore,2.87,1,2
4888,male,sophomore,2.02,4,6
4889,male,sophomore,2.85,2,2
4890,male,senior,2.58,3,4
4891,male,freshman,2.84,5,4
4892,female,sophomore,2.9,5,9
4893,male,junior,1.94,1,3
4894,male,senior,2.42,4,5
4895,female,sophomore,2.55,5,4
4896,male,sophomore,2.36,2,7
4897,female,sophomore,2.92,2,3
4898,male,freshman,2.35,3,3
4899,male,freshman,3.14,2,6
4900,female,senior,2.47,2,1
4901,female,junior,2.55,3,9
4902,female,freshman,2.13,2,6
4903,female,sophomore,2.92,1,5
4904,female,sophomore,2.86,4,4
4905,male,junior,2.63,3,3
4906,male,junior,2.69,1,4
4907,male,senior,1.85,2,4
4908,female,freshman,2.99,4,8
4909,female,sophomore,2.57,3,2
4910,male,sophomore,2.12,3,3
4911,male,freshman,2.26,4,6
